"","cluster","nei","min_d","ncom","name","value"
"1168",10,5,0.25,2,"sil",0.404922592374935
"1169",10,5,0.25,2,"db",0.812758233943218
"1170",10,5,0.25,2,"ch",2241.09493113632
"1171",1,5,0.5,2,"sil",0
"1172",1,5,0.5,2,"db",0
"1173",1,5,0.5,2,"ch",0
"1174",2,5,0.5,2,"sil",0.38862871941955
"1175",2,5,0.5,2,"db",1.04688160451613
"1176",2,5,0.5,2,"ch",1473.09961980586
"1177",3,5,0.5,2,"sil",0.434358686490921
"1178",3,5,0.5,2,"db",0.786441291366397
"1179",3,5,0.5,2,"ch",1992.44429872637
"1180",4,5,0.5,2,"sil",0.414343470566336
"1181",4,5,0.5,2,"db",0.813344708487877
"1182",4,5,0.5,2,"ch",2008.47108137024
"1183",5,5,0.5,2,"sil",0.422077076257321
"1184",5,5,0.5,2,"db",0.796897307484483
"1185",5,5,0.5,2,"ch",2143.60125986566
"1186",6,5,0.5,2,"sil",0.404943155613688
"1187",6,5,0.5,2,"db",0.785986057257525
"1188",6,5,0.5,2,"ch",2121.01111954082
"1189",7,5,0.5,2,"sil",0.392916026007603
"1190",7,5,0.5,2,"db",0.84267395555264
"1191",7,5,0.5,2,"ch",2092.4638177503
"1192",8,5,0.5,2,"sil",0.396210458683413
"1193",8,5,0.5,2,"db",0.812404177501243
"1194",8,5,0.5,2,"ch",2118.49989381412
"1195",9,5,0.5,2,"sil",0.380955543350985
"1196",9,5,0.5,2,"db",0.85707643987512
"1197",9,5,0.5,2,"ch",2142.3568232995
"1198",10,5,0.5,2,"sil",0.373232364364757
"1199",10,5,0.5,2,"db",0.83484309377787
"1200",10,5,0.5,2,"ch",2109.76702506628
"1201",1,5,0.8,2,"sil",0
"1202",1,5,0.8,2,"db",0
"1203",1,5,0.8,2,"ch",0
"1204",2,5,0.8,2,"sil",0.423926586880424
"1205",2,5,0.8,2,"db",0.919352187285731
"1206",2,5,0.8,2,"ch",1946.92534915022
"1207",3,5,0.8,2,"sil",0.411474809133175
"1208",3,5,0.8,2,"db",0.868840676587922
"1209",3,5,0.8,2,"ch",1895.8313392815
"1210",4,5,0.8,2,"sil",0.383432362652521
"1211",4,5,0.8,2,"db",0.87316216543489
"1212",4,5,0.8,2,"ch",1908.24190409233
"1213",5,5,0.8,2,"sil",0.409428747464355
"1214",5,5,0.8,2,"db",0.77244257074004
"1215",5,5,0.8,2,"ch",2159.87801632428
"1216",6,5,0.8,2,"sil",0.388451312190097
"1217",6,5,0.8,2,"db",0.816082201940851
"1218",6,5,0.8,2,"ch",2100.15229618031
"1219",7,5,0.8,2,"sil",0.383166324069164
"1220",7,5,0.8,2,"db",0.817689614941691
"1221",7,5,0.8,2,"ch",2080.67427801364
"1222",8,5,0.8,2,"sil",0.378310786141503
"1223",8,5,0.8,2,"db",0.823626154337604
"1224",8,5,0.8,2,"ch",2087.0470718157
"1225",9,5,0.8,2,"sil",0.36472589029041
"1226",9,5,0.8,2,"db",0.880459571604483
"1227",9,5,0.8,2,"ch",2039.49408016627
"1228",10,5,0.8,2,"sil",0.360778155196796
"1229",10,5,0.8,2,"db",0.871530320636535
"1230",10,5,0.8,2,"ch",2028.74589911283
"1231",1,5,0.99,2,"sil",0
"1232",1,5,0.99,2,"db",0
"1233",1,5,0.99,2,"ch",0
"1234",2,5,0.99,2,"sil",0.384222797893912
"1235",2,5,0.99,2,"db",1.01824542383444
"1236",2,5,0.99,2,"ch",1495.09525215709
"1237",3,5,0.99,2,"sil",0.413141684549839
"1238",3,5,0.99,2,"db",0.846710488202442
"1239",3,5,0.99,2,"ch",1840.9689060941
"1240",4,5,0.99,2,"sil",0.39616051273434
"1241",4,5,0.99,2,"db",0.811256923448653
"1242",4,5,0.99,2,"ch",1859.72910180541
"1243",5,5,0.99,2,"sil",0.392794581652273
"1244",5,5,0.99,2,"db",0.848812951778779
"1245",5,5,0.99,2,"ch",1930.53624322199
"1246",6,5,0.99,2,"sil",0.396303668581915
"1247",6,5,0.99,2,"db",0.807509203395812
"1248",6,5,0.99,2,"ch",1947.09736800838
"1249",7,5,0.99,2,"sil",0.367555511919408
"1250",7,5,0.99,2,"db",0.847511874740908
"1251",7,5,0.99,2,"ch",1896.36523852448
"1252",8,5,0.99,2,"sil",0.342435857680717
"1253",8,5,0.99,2,"db",0.824953977802049
"1254",8,5,0.99,2,"ch",1905.77124968806
"1255",9,5,0.99,2,"sil",0.363220648245437
"1256",9,5,0.99,2,"db",0.88041859501912
"1257",9,5,0.99,2,"ch",1883.39400879051
"1258",10,5,0.99,2,"sil",0.341073025249253
"1259",10,5,0.99,2,"db",0.844304505817481
"1260",10,5,0.99,2,"ch",1873.11427290745
"1261",1,10,0,2,"sil",0
"1262",1,10,0,2,"db",0
"1263",1,10,0,2,"ch",0
"1264",2,10,0,2,"sil",0.537344496460744
"1265",2,10,0,2,"db",0.769857743946187
"1266",2,10,0,2,"ch",2894.0821955425
"1267",3,10,0,2,"sil",0.584614605974401
"1268",3,10,0,2,"db",0.511251126758789
"1269",3,10,0,2,"ch",3176.99369095342
"1270",4,10,0,2,"sil",0.527076572038312
"1271",4,10,0,2,"db",0.689663737610095
"1272",4,10,0,2,"ch",3958.20239867011
"1273",5,10,0,2,"sil",0.552824422384616
"1274",5,10,0,2,"db",0.655518195680671
"1275",5,10,0,2,"ch",4485.0021720456
"1276",6,10,0,2,"sil",0.527369743599807
"1277",6,10,0,2,"db",0.686581940224365
"1278",6,10,0,2,"ch",4490.90105463573
"1279",7,10,0,2,"sil",0.472434808073752
"1280",7,10,0,2,"db",0.743420836188975
"1281",7,10,0,2,"ch",4593.84911743271
"1282",8,10,0,2,"sil",0.507484905340715
"1283",8,10,0,2,"db",0.732339268022345
"1284",8,10,0,2,"ch",4599.46170609213
"1285",9,10,0,2,"sil",0.427880673047206
"1286",9,10,0,2,"db",0.715170466584246
"1287",9,10,0,2,"ch",4546.37212622889
"1288",10,10,0,2,"sil",0.455541344677121
"1289",10,10,0,2,"db",0.77742025130654
"1290",10,10,0,2,"ch",4627.48483502951
"1291",1,10,0.1,2,"sil",0
"1292",1,10,0.1,2,"db",0
"1293",1,10,0.1,2,"ch",0
"1294",2,10,0.1,2,"sil",0.516186716499085
"1295",2,10,0.1,2,"db",0.75517273070542
"1296",2,10,0.1,2,"ch",2987.05107478631
"1297",3,10,0.1,2,"sil",0.519385943028573
"1298",3,10,0.1,2,"db",0.662818378744123
"1299",3,10,0.1,2,"ch",2705.96438946758
"1300",4,10,0.1,2,"sil",0.508227889199624
"1301",4,10,0.1,2,"db",0.681960063833329
"1302",4,10,0.1,2,"ch",3578.20195031319
"1303",5,10,0.1,2,"sil",0.518573196111223
"1304",5,10,0.1,2,"db",0.703698445780994
"1305",5,10,0.1,2,"ch",4052.00374915669
"1306",6,10,0.1,2,"sil",0.489123864973545
"1307",6,10,0.1,2,"db",0.751122624472218
"1308",6,10,0.1,2,"ch",3876.99192916704
"1309",7,10,0.1,2,"sil",0.459087867838407
"1310",7,10,0.1,2,"db",0.785006776746597
"1311",7,10,0.1,2,"ch",3830.27030397893
"1312",8,10,0.1,2,"sil",0.472674944207307
"1313",8,10,0.1,2,"db",0.810503568277431
"1314",8,10,0.1,2,"ch",3785.97364655857
"1315",9,10,0.1,2,"sil",0.390323354212493
"1316",9,10,0.1,2,"db",0.791551229878833
"1317",9,10,0.1,2,"ch",3780.98907054073
"1318",10,10,0.1,2,"sil",0.40835320602368
"1319",10,10,0.1,2,"db",0.727748174193525
"1320",10,10,0.1,2,"ch",3776.60532166609
"1321",1,10,0.25,2,"sil",0
"1322",1,10,0.25,2,"db",0
"1323",1,10,0.25,2,"ch",0
"1324",2,10,0.25,2,"sil",0.499327449096169
"1325",2,10,0.25,2,"db",0.765007601111658
"1326",2,10,0.25,2,"ch",2933.1043221907
"1327",3,10,0.25,2,"sil",0.468571545685218
"1328",3,10,0.25,2,"db",0.897216007797111
"1329",3,10,0.25,2,"ch",2463.60288724733
"1330",4,10,0.25,2,"sil",0.451798874890678
"1331",4,10,0.25,2,"db",0.778431254422588
"1332",4,10,0.25,2,"ch",2905.57498798256
"1333",5,10,0.25,2,"sil",0.473162606865141
"1334",5,10,0.25,2,"db",0.75847985781758
"1335",5,10,0.25,2,"ch",3239.81278113795
"1336",6,10,0.25,2,"sil",0.434695410005992
"1337",6,10,0.25,2,"db",0.783103620500998
"1338",6,10,0.25,2,"ch",3117.40393248341
"1339",7,10,0.25,2,"sil",0.430892304483747
"1340",7,10,0.25,2,"db",0.786514734866749
"1341",7,10,0.25,2,"ch",3087.47309702031
"1342",8,10,0.25,2,"sil",0.417239117260404
"1343",8,10,0.25,2,"db",0.795987066693042
"1344",8,10,0.25,2,"ch",3076.99961142723
"1345",9,10,0.25,2,"sil",0.385856397268219
"1346",9,10,0.25,2,"db",0.863722916287446
"1347",9,10,0.25,2,"ch",3056.02402529742
"1348",10,10,0.25,2,"sil",0.390848757655596
"1349",10,10,0.25,2,"db",0.84334690084574
"1350",10,10,0.25,2,"ch",3106.17711277794
"1351",1,10,0.5,2,"sil",0
"1352",1,10,0.5,2,"db",0
"1353",1,10,0.5,2,"ch",0
"1354",2,10,0.5,2,"sil",0.463460732354534
"1355",2,10,0.5,2,"db",0.831228806618496
"1356",2,10,0.5,2,"ch",2448.8746379476
"1357",3,10,0.5,2,"sil",0.428681010837172
"1358",3,10,0.5,2,"db",0.87377338144199
"1359",3,10,0.5,2,"ch",2087.1696192667
"1360",4,10,0.5,2,"sil",0.409113751684437
"1361",4,10,0.5,2,"db",0.838733922158474
"1362",4,10,0.5,2,"ch",2291.762836818
"1363",5,10,0.5,2,"sil",0.434699578673933
"1364",5,10,0.5,2,"db",0.778621402641247
"1365",5,10,0.5,2,"ch",2576.8064763767
"1366",6,10,0.5,2,"sil",0.397760638673573
"1367",6,10,0.5,2,"db",0.804153121984976
"1368",6,10,0.5,2,"ch",2485.53443485562
"1369",7,10,0.5,2,"sil",0.395221520739061
"1370",7,10,0.5,2,"db",0.835474891834568
"1371",7,10,0.5,2,"ch",2455.88882416717
"1372",8,10,0.5,2,"sil",0.390136601049658
"1373",8,10,0.5,2,"db",0.833403182413557
"1374",8,10,0.5,2,"ch",2454.58768440939
"1375",9,10,0.5,2,"sil",0.392036938591504
"1376",9,10,0.5,2,"db",0.79386398341504
"1377",9,10,0.5,2,"ch",2461.21485127388
"1378",10,10,0.5,2,"sil",0.374447459662392
"1379",10,10,0.5,2,"db",0.855294294006955
"1380",10,10,0.5,2,"ch",2477.34599601823
"1381",1,10,0.8,2,"sil",0
"1382",1,10,0.8,2,"db",0
"1383",1,10,0.8,2,"ch",0
"1384",2,10,0.8,2,"sil",0.417877607120642
"1385",2,10,0.8,2,"db",0.94316950588041
"1386",2,10,0.8,2,"ch",1851.41723923391
"1387",3,10,0.8,2,"sil",0.419922724229126
"1388",3,10,0.8,2,"db",0.843273114539006
"1389",3,10,0.8,2,"ch",1920.63161920828
"1390",4,10,0.8,2,"sil",0.3853264833386
"1391",4,10,0.8,2,"db",0.859527854958735
"1392",4,10,0.8,2,"ch",1903.73396598534
"1393",5,10,0.8,2,"sil",0.403985351104212
"1394",5,10,0.8,2,"db",0.783230206655629
"1395",5,10,0.8,2,"ch",2107.70590869107
"1396",6,10,0.8,2,"sil",0.36786098152278
"1397",6,10,0.8,2,"db",0.844944264543318
"1398",6,10,0.8,2,"ch",2019.09460008914
"1399",7,10,0.8,2,"sil",0.389376826730988
"1400",7,10,0.8,2,"db",0.808982078687032
"1401",7,10,0.8,2,"ch",2029.06182346629
"1402",8,10,0.8,2,"sil",0.384464079154106
"1403",8,10,0.8,2,"db",0.817376090376724
"1404",8,10,0.8,2,"ch",2099.67173258921
"1405",9,10,0.8,2,"sil",0.384364656560871
"1406",9,10,0.8,2,"db",0.795613576868777
"1407",9,10,0.8,2,"ch",2061.47823720019
"1408",10,10,0.8,2,"sil",0.364280214148475
"1409",10,10,0.8,2,"db",0.852235138467451
"1410",10,10,0.8,2,"ch",2049.25240842932
"1411",1,10,0.99,2,"sil",0
"1412",1,10,0.99,2,"db",0
"1413",1,10,0.99,2,"ch",0
"1414",2,10,0.99,2,"sil",0.45331163972126
"1415",2,10,0.99,2,"db",0.837919490017611
"1416",2,10,0.99,2,"ch",2380.73258504916
"1417",3,10,0.99,2,"sil",0.398303637717722
"1418",3,10,0.99,2,"db",0.906291620422815
"1419",3,10,0.99,2,"ch",2055.49849455218
"1420",4,10,0.99,2,"sil",0.397983834166419
"1421",4,10,0.99,2,"db",0.847428988040352
"1422",4,10,0.99,2,"ch",2167.34018039699
"1423",5,10,0.99,2,"sil",0.410697776550695
"1424",5,10,0.99,2,"db",0.793317078352903
"1425",5,10,0.99,2,"ch",2359.14023306675
"1426",6,10,0.99,2,"sil",0.389276897829927
"1427",6,10,0.99,2,"db",0.835047982451742
"1428",6,10,0.99,2,"ch",2268.42020990724
"1429",7,10,0.99,2,"sil",0.365630198896708
"1430",7,10,0.99,2,"db",0.874897246597859
"1431",7,10,0.99,2,"ch",2208.42164071794
"1432",8,10,0.99,2,"sil",0.3597488529028
"1433",8,10,0.99,2,"db",0.854888079057977
"1434",8,10,0.99,2,"ch",2191.14411655796
"1435",9,10,0.99,2,"sil",0.359586564232855
"1436",9,10,0.99,2,"db",0.82094414465171
"1437",9,10,0.99,2,"ch",2188.59046714885
"1438",10,10,0.99,2,"sil",0.353858011018489
"1439",10,10,0.99,2,"db",0.878022403706236
"1440",10,10,0.99,2,"ch",2184.64451613586
"1441",1,20,0,2,"sil",0
"1442",1,20,0,2,"db",0
"1443",1,20,0,2,"ch",0
"1444",2,20,0,2,"sil",0.493433318912509
"1445",2,20,0,2,"db",0.8267323194465
"1446",2,20,0,2,"ch",2497.17569739315
"1447",3,20,0,2,"sil",0.563958088325245
"1448",3,20,0,2,"db",0.577531576694926
"1449",3,20,0,2,"ch",3170.10212916103
"1450",4,20,0,2,"sil",0.562712926170801
"1451",4,20,0,2,"db",0.637972827398359
"1452",4,20,0,2,"ch",4600.97741204891
"1453",5,20,0,2,"sil",0.557571914236802
"1454",5,20,0,2,"db",0.662378795498299
"1455",5,20,0,2,"ch",5193.32434557611
"1456",6,20,0,2,"sil",0.502847758311379
"1457",6,20,0,2,"db",0.753607921983539
"1458",6,20,0,2,"ch",4945.66974983346
"1459",7,20,0,2,"sil",0.48456699859832
"1460",7,20,0,2,"db",0.810281666769321
"1461",7,20,0,2,"ch",4835.02458871986
"1462",8,20,0,2,"sil",0.5282683577859
"1463",8,20,0,2,"db",0.813604142311545
"1464",8,20,0,2,"ch",4893.28991660489
"1465",9,20,0,2,"sil",0.406398240201871
"1466",9,20,0,2,"db",0.736851467036198
"1467",9,20,0,2,"ch",4999.15785477651
"1468",10,20,0,2,"sil",0.450832288977147
"1469",10,20,0,2,"db",0.811109350898437
"1470",10,20,0,2,"ch",5050.61590382675
"1471",1,20,0.1,2,"sil",0
"1472",1,20,0.1,2,"db",0
"1473",1,20,0.1,2,"ch",0
"1474",2,20,0.1,2,"sil",0.468609431764287
"1475",2,20,0.1,2,"db",0.83586476048745
"1476",2,20,0.1,2,"ch",2347.84598503758
"1477",3,20,0.1,2,"sil",0.524108276877228
"1478",3,20,0.1,2,"db",0.66065060756263
"1479",3,20,0.1,2,"ch",2868.37473176688
"1480",4,20,0.1,2,"sil",0.517543289114461
"1481",4,20,0.1,2,"db",0.697307618495133
"1482",4,20,0.1,2,"ch",3643.00709777582
"1483",5,20,0.1,2,"sil",0.517147321372778
"1484",5,20,0.1,2,"db",0.715117990391936
"1485",5,20,0.1,2,"ch",4021.90654353983
"1486",6,20,0.1,2,"sil",0.48889989684183
"1487",6,20,0.1,2,"db",0.782577931640195
"1488",6,20,0.1,2,"ch",3802.47753235587
"1489",7,20,0.1,2,"sil",0.458450225865987
"1490",7,20,0.1,2,"db",0.823382602154783
"1491",7,20,0.1,2,"ch",3752.56649063622
"1492",8,20,0.1,2,"sil",0.475057983264578
"1493",8,20,0.1,2,"db",0.785820610846759
"1494",8,20,0.1,2,"ch",3757.29842850217
"1495",9,20,0.1,2,"sil",0.400098466325034
"1496",9,20,0.1,2,"db",0.757211816537371
"1497",9,20,0.1,2,"ch",3832.05161250492
"1498",10,20,0.1,2,"sil",0.411289575061727
"1499",10,20,0.1,2,"db",0.828008158950802
"1500",10,20,0.1,2,"ch",3871.07014903065
"1501",1,20,0.25,2,"sil",0
"1502",1,20,0.25,2,"db",0
"1503",1,20,0.25,2,"ch",0
"1504",2,20,0.25,2,"sil",0.492765702973095
"1505",2,20,0.25,2,"db",0.767265226448951
"1506",2,20,0.25,2,"ch",2915.42098469286
"1507",3,20,0.25,2,"sil",0.444463539648826
"1508",3,20,0.25,2,"db",0.84832224771537
"1509",3,20,0.25,2,"ch",2590.80926242318
"1510",4,20,0.25,2,"sil",0.485535582423535
"1511",4,20,0.25,2,"db",0.724442684735233
"1512",4,20,0.25,2,"ch",3285.21270391547
"1513",5,20,0.25,2,"sil",0.485376938184525
"1514",5,20,0.25,2,"db",0.718005988934505
"1515",5,20,0.25,2,"ch",3575.37883170497
"1516",6,20,0.25,2,"sil",0.443473008801147
"1517",6,20,0.25,2,"db",0.768322561217992
"1518",6,20,0.25,2,"ch",3353.99971624018
"1519",7,20,0.25,2,"sil",0.406918704400329
"1520",7,20,0.25,2,"db",0.718902259745828
"1521",7,20,0.25,2,"ch",3253.70240456055
"1522",8,20,0.25,2,"sil",0.433288353573076
"1523",8,20,0.25,2,"db",0.802419145702665
"1524",8,20,0.25,2,"ch",3254.78253482458
"1525",9,20,0.25,2,"sil",0.416088144272387
"1526",9,20,0.25,2,"db",0.816972650179339
"1527",9,20,0.25,2,"ch",3236.1123454497
"1528",10,20,0.25,2,"sil",0.38955511865432
"1529",10,20,0.25,2,"db",0.871214844738856
"1530",10,20,0.25,2,"ch",3271.60700248588
"1531",1,20,0.5,2,"sil",0
"1532",1,20,0.5,2,"db",0
"1533",1,20,0.5,2,"ch",0
"1534",2,20,0.5,2,"sil",0.477081384295541
"1535",2,20,0.5,2,"db",0.79303086551723
"1536",2,20,0.5,2,"ch",2706.18199597138
"1537",3,20,0.5,2,"sil",0.405367550557281
"1538",3,20,0.5,2,"db",0.873480783216822
"1539",3,20,0.5,2,"ch",2268.51062767703
"1540",4,20,0.5,2,"sil",0.439916647022412
"1541",4,20,0.5,2,"db",0.782278660963428
"1542",4,20,0.5,2,"ch",2653.57281411657
"1543",5,20,0.5,2,"sil",0.450462514666962
"1544",5,20,0.5,2,"db",0.756455537651528
"1545",5,20,0.5,2,"ch",2913.72541982714
"1546",6,20,0.5,2,"sil",0.407889065546023
"1547",6,20,0.5,2,"db",0.802947826334123
"1548",6,20,0.5,2,"ch",2742.15640478605
"1549",7,20,0.5,2,"sil",0.389383071361616
"1550",7,20,0.5,2,"db",0.796890145188896
"1551",7,20,0.5,2,"ch",2650.88827225169
"1552",8,20,0.5,2,"sil",0.383015534755201
"1553",8,20,0.5,2,"db",0.870324730590495
"1554",8,20,0.5,2,"ch",2665.80264978311
"1555",9,20,0.5,2,"sil",0.387750569867941
"1556",9,20,0.5,2,"db",0.829615814237939
"1557",9,20,0.5,2,"ch",2657.97273167604
"1558",10,20,0.5,2,"sil",0.365148749526327
"1559",10,20,0.5,2,"db",0.878222107701685
"1560",10,20,0.5,2,"ch",2656.94623460683
"1561",1,20,0.8,2,"sil",0
"1562",1,20,0.8,2,"db",0
"1563",1,20,0.8,2,"ch",0
"1564",2,20,0.8,2,"sil",0.433708736000345
"1565",2,20,0.8,2,"db",0.892597864015554
"1566",2,20,0.8,2,"ch",1987.62385384965
"1567",3,20,0.8,2,"sil",0.432177550452837
"1568",3,20,0.8,2,"db",0.828540586817929
"1569",3,20,0.8,2,"ch",2232.13724757187
"1570",4,20,0.8,2,"sil",0.391279669538445
"1571",4,20,0.8,2,"db",0.898601552157844
"1572",4,20,0.8,2,"ch",2090.26064522309
"1573",5,20,0.8,2,"sil",0.407409079919944
"1574",5,20,0.8,2,"db",0.826345057489121
"1575",5,20,0.8,2,"ch",2234.16542964428
"1576",6,20,0.8,2,"sil",0.376836632649452
"1577",6,20,0.8,2,"db",0.86454647850421
"1578",6,20,0.8,2,"ch",2134.94374580455
"1579",7,20,0.8,2,"sil",0.358644708832592
"1580",7,20,0.8,2,"db",0.847150929793684
"1581",7,20,0.8,2,"ch",2103.17074887755
"1582",8,20,0.8,2,"sil",0.346015115468025
"1583",8,20,0.8,2,"db",0.854826037039645
"1584",8,20,0.8,2,"ch",2116.34909624279
"1585",9,20,0.8,2,"sil",0.365924976334324
"1586",9,20,0.8,2,"db",0.841056430240294
"1587",9,20,0.8,2,"ch",2128.13054460278
"1588",10,20,0.8,2,"sil",0.356726755780969
"1589",10,20,0.8,2,"db",0.895351405376254
"1590",10,20,0.8,2,"ch",2123.94881502911
"1591",1,20,0.99,2,"sil",0
"1592",1,20,0.99,2,"db",0
"1593",1,20,0.99,2,"ch",0
"1594",2,20,0.99,2,"sil",0.428336989435324
"1595",2,20,0.99,2,"db",0.903099560189864
"1596",2,20,0.99,2,"ch",1915.35785164675
"1597",3,20,0.99,2,"sil",0.426481639897651
"1598",3,20,0.99,2,"db",0.846575893965902
"1599",3,20,0.99,2,"ch",2068.17950687016
"1600",4,20,0.99,2,"sil",0.391752689283871
"1601",4,20,0.99,2,"db",0.859155667467208
"1602",4,20,0.99,2,"ch",2032.16855086795
"1603",5,20,0.99,2,"sil",0.398680166070667
"1604",5,20,0.99,2,"db",0.809945443535587
"1605",5,20,0.99,2,"ch",2109.34098815034
"1606",6,20,0.99,2,"sil",0.386010387759704
"1607",6,20,0.99,2,"db",0.845484484737036
"1608",6,20,0.99,2,"ch",2053.48125778769
"1609",7,20,0.99,2,"sil",0.356652046112357
"1610",7,20,0.99,2,"db",0.864855351877879
"1611",7,20,0.99,2,"ch",2016.35287880382
"1612",8,20,0.99,2,"sil",0.342428576003825
"1613",8,20,0.99,2,"db",0.813130311798191
"1614",8,20,0.99,2,"ch",2036.37580045516
"1615",9,20,0.99,2,"sil",0.368070599836714
"1616",9,20,0.99,2,"db",0.824822003941627
"1617",9,20,0.99,2,"ch",2042.55331639796
"1618",10,20,0.99,2,"sil",0.350136617779659
"1619",10,20,0.99,2,"db",0.859439217137878
"1620",10,20,0.99,2,"ch",2038.71386996092
"1621",1,50,0,2,"sil",0
"1622",1,50,0,2,"db",0
"1623",1,50,0,2,"ch",0
"1624",2,50,0,2,"sil",0.472666067686166
"1625",2,50,0,2,"db",0.805270791524952
"1626",2,50,0,2,"ch",2394.46502959811
"1627",3,50,0,2,"sil",0.540754091290327
"1628",3,50,0,2,"db",0.650297191512916
"1629",3,50,0,2,"ch",3047.55235104191
"1630",4,50,0,2,"sil",0.549547955011616
"1631",4,50,0,2,"db",0.643669670475223
"1632",4,50,0,2,"ch",4253.63018384696
"1633",5,50,0,2,"sil",0.533275057713545
"1634",5,50,0,2,"db",0.693399443476295
"1635",5,50,0,2,"ch",4709.93001202624
"1636",6,50,0,2,"sil",0.51084107365069
"1637",6,50,0,2,"db",0.776324493546698
"1638",6,50,0,2,"ch",4481.48301910056
"1639",7,50,0,2,"sil",0.462024967228867
"1640",7,50,0,2,"db",0.774606695263909
"1641",7,50,0,2,"ch",4365.50090380047
"1642",8,50,0,2,"sil",0.495172323544615
"1643",8,50,0,2,"db",0.828862359152177
"1644",8,50,0,2,"ch",4336.33880191294
"1645",9,50,0,2,"sil",0.421704019177067
"1646",9,50,0,2,"db",0.769418521287759
"1647",9,50,0,2,"ch",4398.5800027391
"1648",10,50,0,2,"sil",0.426921728920867
"1649",10,50,0,2,"db",0.827603928331546
"1650",10,50,0,2,"ch",4440.54132351479
"1651",1,50,0.1,2,"sil",0
"1652",1,50,0.1,2,"db",0
"1653",1,50,0.1,2,"ch",0
"1654",2,50,0.1,2,"sil",0.444590579724938
"1655",2,50,0.1,2,"db",0.858477461726838
"1656",2,50,0.1,2,"ch",1995.0041545312
"1657",3,50,0.1,2,"sil",0.517035269313689
"1658",3,50,0.1,2,"db",0.655975876749023
"1659",3,50,0.1,2,"ch",2921.47625404037
"1660",4,50,0.1,2,"sil",0.519111651856436
"1661",4,50,0.1,2,"db",0.671807315750389
"1662",4,50,0.1,2,"ch",3547.67098859088
"1663",5,50,0.1,2,"sil",0.489550086080542
"1664",5,50,0.1,2,"db",0.750197798817453
"1665",5,50,0.1,2,"ch",3729.5446904853
"1666",6,50,0.1,2,"sil",0.479191651398638
"1667",6,50,0.1,2,"db",0.775840800532351
"1668",6,50,0.1,2,"ch",3578.98348040455
"1669",7,50,0.1,2,"sil",0.412072572106249
"1670",7,50,0.1,2,"db",0.809785247879092
"1671",7,50,0.1,2,"ch",3455.51361261253
"1672",8,50,0.1,2,"sil",0.438415536284934
"1673",8,50,0.1,2,"db",0.776248680309017
"1674",8,50,0.1,2,"ch",3457.29624362641
"1675",9,50,0.1,2,"sil",0.408484537905966
"1676",9,50,0.1,2,"db",0.803235994498549
"1677",9,50,0.1,2,"ch",3438.69263907549
"1678",10,50,0.1,2,"sil",0.395609121587054
"1679",10,50,0.1,2,"db",0.826596816612529
"1680",10,50,0.1,2,"ch",3414.31683224961
"1681",1,50,0.25,2,"sil",0
"1682",1,50,0.25,2,"db",0
"1683",1,50,0.25,2,"ch",0
"1684",2,50,0.25,2,"sil",0.426345498542353
"1685",2,50,0.25,2,"db",0.901856842922283
"1686",2,50,0.25,2,"ch",1854.05511362207
"1687",3,50,0.25,2,"sil",0.490273462008816
"1688",3,50,0.25,2,"db",0.69333967059032
"1689",3,50,0.25,2,"ch",2662.95143998145
"1690",4,50,0.25,2,"sil",0.481107129970086
"1691",4,50,0.25,2,"db",0.72327179656698
"1692",4,50,0.25,2,"ch",2961.46822250734
"1693",5,50,0.25,2,"sil",0.454114842948824
"1694",5,50,0.25,2,"db",0.796853884000104
"1695",5,50,0.25,2,"ch",2997.15758277927
"1696",6,50,0.25,2,"sil",0.439156635627316
"1697",6,50,0.25,2,"db",0.80250394517331
"1698",6,50,0.25,2,"ch",2890.04622146595
"1699",7,50,0.25,2,"sil",0.397293733635972
"1700",7,50,0.25,2,"db",0.830349271650029
"1701",7,50,0.25,2,"ch",2822.84733171968
"1702",8,50,0.25,2,"sil",0.414740309238867
"1703",8,50,0.25,2,"db",0.824407633710041
"1704",8,50,0.25,2,"ch",2844.75555005305
"1705",9,50,0.25,2,"sil",0.394609208795034
"1706",9,50,0.25,2,"db",0.861141169143598
"1707",9,50,0.25,2,"ch",2810.34690964836
"1708",10,50,0.25,2,"sil",0.382603010419333
"1709",10,50,0.25,2,"db",0.899435561436139
"1710",10,50,0.25,2,"ch",2830.3737471713
"1711",1,50,0.5,2,"sil",0
"1712",1,50,0.5,2,"db",0
"1713",1,50,0.5,2,"ch",0
"1714",2,50,0.5,2,"sil",0.442118799421721
"1715",2,50,0.5,2,"db",0.875302262461532
"1716",2,50,0.5,2,"ch",2103.46355412854
"1717",3,50,0.5,2,"sil",0.458388096122655
"1718",3,50,0.5,2,"db",0.785094744579343
"1719",3,50,0.5,2,"ch",2314.260407248
"1720",4,50,0.5,2,"sil",0.422205169745062
"1721",4,50,0.5,2,"db",0.823337657460294
"1722",4,50,0.5,2,"ch",2420.54180178275
"1723",5,50,0.5,2,"sil",0.434793364955112
"1724",5,50,0.5,2,"db",0.793438653757142
"1725",5,50,0.5,2,"ch",2548.80609835804
"1726",6,50,0.5,2,"sil",0.415247115480818
"1727",6,50,0.5,2,"db",0.794113841912378
"1728",6,50,0.5,2,"ch",2447.34554377124
"1729",7,50,0.5,2,"sil",0.396546737171563
"1730",7,50,0.5,2,"db",0.827539526142975
"1731",7,50,0.5,2,"ch",2460.20638751515
"1732",8,50,0.5,2,"sil",0.396530889010299
