"","cluster","nei","min_d","ncom","name","value"
"587",6,20,0.1,3,"db",0.865668706603934
"588",6,20,0.1,3,"ch",3149.16240342213
"589",7,20,0.1,3,"sil",0.399694489722277
"590",7,20,0.1,3,"db",0.890028783831017
"591",7,20,0.1,3,"ch",3104.02420856605
"592",8,20,0.1,3,"sil",0.427163887871882
"593",8,20,0.1,3,"db",0.915930239314761
"594",8,20,0.1,3,"ch",2994.05178213166
"595",9,20,0.1,3,"sil",0.372795617067264
"596",9,20,0.1,3,"db",0.99641667685639
"597",9,20,0.1,3,"ch",2900.27261991027
"598",10,20,0.1,3,"sil",0.371321669874375
"599",10,20,0.1,3,"db",1.01154777099542
"600",10,20,0.1,3,"ch",2824.39758013241
"601",1,20,0.25,3,"sil",0
"602",1,20,0.25,3,"db",0
"603",1,20,0.25,3,"ch",0
"604",2,20,0.25,3,"sil",0.405011084310731
"605",2,20,0.25,3,"db",0.958956356120992
"606",2,20,0.25,3,"ch",1750.96817781082
"607",3,20,0.25,3,"sil",0.472221340705226
"608",3,20,0.25,3,"db",0.75773618774372
"609",3,20,0.25,3,"ch",2136.14813430433
"610",4,20,0.25,3,"sil",0.433299964788775
"611",4,20,0.25,3,"db",0.858869959921854
"612",4,20,0.25,3,"ch",2288.27439556162
"613",5,20,0.25,3,"sil",0.418877522221134
"614",5,20,0.25,3,"db",0.913067564346664
"615",5,20,0.25,3,"ch",2335.24247396872
"616",6,20,0.25,3,"sil",0.370990067106432
"617",6,20,0.25,3,"db",0.922501065977202
"618",6,20,0.25,3,"ch",2218.90872045885
"619",7,20,0.25,3,"sil",0.37970097704892
"620",7,20,0.25,3,"db",1.00451117239237
"621",7,20,0.25,3,"ch",2123.13792561193
"622",8,20,0.25,3,"sil",0.368967660644062
"623",8,20,0.25,3,"db",0.962390190127951
"624",8,20,0.25,3,"ch",2033.0047547879
"625",9,20,0.25,3,"sil",0.318624908417852
"626",9,20,0.25,3,"db",0.996942886834958
"627",9,20,0.25,3,"ch",1990.15701551183
"628",10,20,0.25,3,"sil",0.333356330405837
"629",10,20,0.25,3,"db",1.0669742338924
"630",10,20,0.25,3,"ch",1940.93232427135
"631",1,20,0.5,3,"sil",0
"632",1,20,0.5,3,"db",0
"633",1,20,0.5,3,"ch",0
"634",2,20,0.5,3,"sil",0.373368203205447
"635",2,20,0.5,3,"db",1.06572325902229
"636",2,20,0.5,3,"ch",1423.86015609468
"637",3,20,0.5,3,"sil",0.285444798221925
"638",3,20,0.5,3,"db",0.831803652793331
"639",3,20,0.5,3,"ch",1705.51599048628
"640",4,20,0.5,3,"sil",0.394813908001143
"641",4,20,0.5,3,"db",0.928203744230873
"642",4,20,0.5,3,"ch",1707.13502879329
"643",5,20,0.5,3,"sil",0.371310582181628
"644",5,20,0.5,3,"db",0.989430222282823
"645",5,20,0.5,3,"ch",1681.92857324876
"646",6,20,0.5,3,"sil",0.344480749310018
"647",6,20,0.5,3,"db",1.03346824516458
"648",6,20,0.5,3,"ch",1578.47282311582
"649",7,20,0.5,3,"sil",0.336296627397452
"650",7,20,0.5,3,"db",1.07795702271019
"651",7,20,0.5,3,"ch",1498.04832383722
"652",8,20,0.5,3,"sil",0.311264526387343
"653",8,20,0.5,3,"db",1.07653900858646
"654",8,20,0.5,3,"ch",1424.72946814249
"655",9,20,0.5,3,"sil",0.291441029368612
"656",9,20,0.5,3,"db",1.12349379204136
"657",9,20,0.5,3,"ch",1366.94868457385
"658",10,20,0.5,3,"sil",0.288171464694254
"659",10,20,0.5,3,"db",1.16924873541612
"660",10,20,0.5,3,"ch",1329.0078906241
"661",1,20,0.8,3,"sil",0
"662",1,20,0.8,3,"db",0
"663",1,20,0.8,3,"ch",0
"664",2,20,0.8,3,"sil",0.332499875802119
"665",2,20,0.8,3,"db",1.1824170919971
"666",2,20,0.8,3,"ch",1174.8981015116
"667",3,20,0.8,3,"sil",0.371863248721718
"668",3,20,0.8,3,"db",0.929251727226195
"669",3,20,0.8,3,"ch",1409.87746365423
"670",4,20,0.8,3,"sil",0.350562339447527
"671",4,20,0.8,3,"db",1.01102606407829
"672",4,20,0.8,3,"ch",1364.80619871797
"673",5,20,0.8,3,"sil",0.337477447336336
"674",5,20,0.8,3,"db",1.06150434392886
"675",5,20,0.8,3,"ch",1314.65588833672
"676",6,20,0.8,3,"sil",0.332395084528226
"677",6,20,0.8,3,"db",1.05343263324669
"678",6,20,0.8,3,"ch",1271.69834135364
"679",7,20,0.8,3,"sil",0.308161493822721
"680",7,20,0.8,3,"db",1.08697129515381
"681",7,20,0.8,3,"ch",1202.99410294755
"682",8,20,0.8,3,"sil",0.313110725082934
"683",8,20,0.8,3,"db",1.08996556727676
"684",8,20,0.8,3,"ch",1167.80138080938
"685",9,20,0.8,3,"sil",0.293596329631597
"686",9,20,0.8,3,"db",1.02436181009945
"687",9,20,0.8,3,"ch",1142.17250144991
"688",10,20,0.8,3,"sil",0.289806174603319
"689",10,20,0.8,3,"db",1.05405546351518
"690",10,20,0.8,3,"ch",1108.83842132912
"691",1,20,0.99,3,"sil",0
"692",1,20,0.99,3,"db",0
"693",1,20,0.99,3,"ch",0
"694",2,20,0.99,3,"sil",0.321128545933597
"695",2,20,0.99,3,"db",1.24464898579501
"696",2,20,0.99,3,"ch",1092.39626421001
"697",3,20,0.99,3,"sil",0.346987418048297
"698",3,20,0.99,3,"db",1.03185437448068
"699",3,20,0.99,3,"ch",1265.54607733405
"700",4,20,0.99,3,"sil",0.324809434206754
"701",4,20,0.99,3,"db",1.09838801977268
"702",4,20,0.99,3,"ch",1180.85274647524
"703",5,20,0.99,3,"sil",0.326159053831921
"704",5,20,0.99,3,"db",1.05160648603697
"705",5,20,0.99,3,"ch",1164.9075429384
"706",6,20,0.99,3,"sil",0.322231555897058
"707",6,20,0.99,3,"db",1.04666832820213
"708",6,20,0.99,3,"ch",1132.25794273238
"709",7,20,0.99,3,"sil",0.303453178920905
"710",7,20,0.99,3,"db",1.10245596749442
"711",7,20,0.99,3,"ch",1072.45641924706
"712",8,20,0.99,3,"sil",0.289555887955504
"713",8,20,0.99,3,"db",1.11868427904026
"714",8,20,0.99,3,"ch",1029.87395156922
"715",9,20,0.99,3,"sil",0.287745847348108
"716",9,20,0.99,3,"db",1.06225210240957
"717",9,20,0.99,3,"ch",999.439381530291
"718",10,20,0.99,3,"sil",0.274080839846894
"719",10,20,0.99,3,"db",1.04098122188574
"720",10,20,0.99,3,"ch",979.673744607619
"721",1,50,0,3,"sil",0
"722",1,50,0,3,"db",0
"723",1,50,0,3,"ch",0
"724",2,50,0,3,"sil",0.445883866463047
"725",2,50,0,3,"db",0.905880531764521
"726",2,50,0,3,"ch",2015.41621645917
"727",3,50,0,3,"sil",0.551828246865671
"728",3,50,0,3,"db",0.639769404243866
"729",3,50,0,3,"ch",3053.11969768354
"730",4,50,0,3,"sil",0.531656851169462
"731",4,50,0,3,"db",0.664871330131678
"732",4,50,0,3,"ch",3815.94681676353
"733",5,50,0,3,"sil",0.491892576291719
"734",5,50,0,3,"db",0.791688841807118
"735",5,50,0,3,"ch",3833.20790237569
"736",6,50,0,3,"sil",0.488394222792166
"737",6,50,0,3,"db",0.791656797511502
"738",6,50,0,3,"ch",3623.93523722091
"739",7,50,0,3,"sil",0.399797354976543
"740",7,50,0,3,"db",0.829302854299585
"741",7,50,0,3,"ch",3588.83326991041
"742",8,50,0,3,"sil",0.449191074740238
"743",8,50,0,3,"db",0.791563432979404
"744",8,50,0,3,"ch",3494.54569473388
"745",9,50,0,3,"sil",0.399988936215143
"746",9,50,0,3,"db",0.880968470197952
"747",9,50,0,3,"ch",3385.30099254137
"748",10,50,0,3,"sil",0.375982976137496
"749",10,50,0,3,"db",0.927791033337789
"750",10,50,0,3,"ch",3273.98123323102
"751",1,50,0.1,3,"sil",0
"752",1,50,0.1,3,"db",0
"753",1,50,0.1,3,"ch",0
"754",2,50,0.1,3,"sil",0.476566105182231
"755",2,50,0.1,3,"db",0.77605132866926
"756",2,50,0.1,3,"ch",2699.4886759158
"757",3,50,0.1,3,"sil",0.449709345133806
"758",3,50,0.1,3,"db",0.847958457161898
"759",3,50,0.1,3,"ch",2730.78238475377
"760",4,50,0.1,3,"sil",0.495842708646066
"761",4,50,0.1,3,"db",0.761609307113616
"762",4,50,0.1,3,"ch",3062.16332170989
"763",5,50,0.1,3,"sil",0.472914395122361
"764",5,50,0.1,3,"db",0.797879934035374
"765",5,50,0.1,3,"ch",3266.25180168625
"766",6,50,0.1,3,"sil",0.464070208921029
"767",6,50,0.1,3,"db",0.869418723177177
"768",6,50,0.1,3,"ch",3027.33203540451
"769",7,50,0.1,3,"sil",0.399670055291462
"770",7,50,0.1,3,"db",0.937523380295988
"771",7,50,0.1,3,"ch",2892.6629132466
"772",8,50,0.1,3,"sil",0.428707023111798
"773",8,50,0.1,3,"db",0.883819788238215
"774",8,50,0.1,3,"ch",2862.35601832288
"775",9,50,0.1,3,"sil",0.382386037176036
"776",9,50,0.1,3,"db",0.909430670963388
"777",9,50,0.1,3,"ch",2825.8914688387
"778",10,50,0.1,3,"sil",0.373678803584292
"779",10,50,0.1,3,"db",0.967320437594175
"780",10,50,0.1,3,"ch",2786.96690492826
"781",1,50,0.25,3,"sil",0
"782",1,50,0.25,3,"db",0
"783",1,50,0.25,3,"ch",0
"784",2,50,0.25,3,"sil",0.399654083047151
"785",2,50,0.25,3,"db",1.01924306202427
"786",2,50,0.25,3,"ch",1679.87782473621
"787",3,50,0.25,3,"sil",0.452290481425238
"788",3,50,0.25,3,"db",0.796901765330653
"789",3,50,0.25,3,"ch",1910.82177855873
"790",4,50,0.25,3,"sil",0.41666695851963
"791",4,50,0.25,3,"db",0.866589357531184
"792",4,50,0.25,3,"ch",1954.43590666439
"793",5,50,0.25,3,"sil",0.3754471507721
"794",5,50,0.25,3,"db",1.02723993943323
"795",5,50,0.25,3,"ch",1823.9342391419
"796",6,50,0.25,3,"sil",0.364571736724222
"797",6,50,0.25,3,"db",1.01321669424744
"798",6,50,0.25,3,"ch",1706.99252545936
"799",7,50,0.25,3,"sil",0.344808676543702
"800",7,50,0.25,3,"db",0.996918554870981
"801",7,50,0.25,3,"ch",1625.36553310987
"802",8,50,0.25,3,"sil",0.349621194810906
"803",8,50,0.25,3,"db",0.979393802701347
"804",8,50,0.25,3,"ch",1613.3446013526
"805",9,50,0.25,3,"sil",0.335834845650921
"806",9,50,0.25,3,"db",1.02403782543809
"807",9,50,0.25,3,"ch",1608.92059373249
"808",10,50,0.25,3,"sil",0.324913504408673
"809",10,50,0.25,3,"db",1.03524628045467
"810",10,50,0.25,3,"ch",1569.24168743018
"811",1,50,0.5,3,"sil",0
"812",1,50,0.5,3,"db",0
"813",1,50,0.5,3,"ch",0
"814",2,50,0.5,3,"sil",0.419737271734541
"815",2,50,0.5,3,"db",0.909316194155887
"816",2,50,0.5,3,"ch",2052.04524035083
"817",3,50,0.5,3,"sil",0.34422120933852
"818",3,50,0.5,3,"db",1.01903301415393
"819",3,50,0.5,3,"ch",1757.85533703776
"820",4,50,0.5,3,"sil",0.396796123344201
"821",4,50,0.5,3,"db",0.92517710306521
"822",4,50,0.5,3,"ch",1899.38461845175
"823",5,50,0.5,3,"sil",0.389147917761234
"824",5,50,0.5,3,"db",0.955131774339665
"825",5,50,0.5,3,"ch",1924.64485760868
"826",6,50,0.5,3,"sil",0.361294564064653
"827",6,50,0.5,3,"db",0.98413391644208
"828",6,50,0.5,3,"ch",1783.59858100314
"829",7,50,0.5,3,"sil",0.334083058524378
"830",7,50,0.5,3,"db",1.10292895769886
"831",7,50,0.5,3,"ch",1676.66787510649
"832",8,50,0.5,3,"sil",0.334491119730259
"833",8,50,0.5,3,"db",1.09408810557143
"834",8,50,0.5,3,"ch",1612.62815688424
"835",9,50,0.5,3,"sil",0.327317745259367
"836",9,50,0.5,3,"db",1.06992155897326
"837",9,50,0.5,3,"ch",1558.73568718535
"838",10,50,0.5,3,"sil",0.297846534579937
"839",10,50,0.5,3,"db",1.02778959540103
"840",10,50,0.5,3,"ch",1492.59900983619
"841",1,50,0.8,3,"sil",0
"842",1,50,0.8,3,"db",0
"843",1,50,0.8,3,"ch",0
"844",2,50,0.8,3,"sil",0.378550217451901
"845",2,50,0.8,3,"db",1.00472890636627
"846",2,50,0.8,3,"ch",1649.92501398357
"847",3,50,0.8,3,"sil",0.356857867792148
"848",3,50,0.8,3,"db",1.08032778061233
"849",3,50,0.8,3,"ch",1574.69477706518
"850",4,50,0.8,3,"sil",0.362746823869697
"851",4,50,0.8,3,"db",1.01161299313326
"852",4,50,0.8,3,"ch",1544.25482527616
"853",5,50,0.8,3,"sil",0.36119622988816
"854",5,50,0.8,3,"db",0.998633954984594
"855",5,50,0.8,3,"ch",1511.50373446717
"856",6,50,0.8,3,"sil",0.347895321138854
"857",6,50,0.8,3,"db",1.05424561587489
"858",6,50,0.8,3,"ch",1438.92343486986
"859",7,50,0.8,3,"sil",0.318129259223999
"860",7,50,0.8,3,"db",1.10261148774742
"861",7,50,0.8,3,"ch",1395.30758184597
"862",8,50,0.8,3,"sil",0.319310913978056
"863",8,50,0.8,3,"db",1.065543034564
"864",8,50,0.8,3,"ch",1352.7494548788
"865",9,50,0.8,3,"sil",0.317467209685193
"866",9,50,0.8,3,"db",1.11343900987433
"867",9,50,0.8,3,"ch",1299.61577818173
"868",10,50,0.8,3,"sil",0.291626585163177
"869",10,50,0.8,3,"db",1.11512218716185
"870",10,50,0.8,3,"ch",1263.92930704566
"871",1,50,0.99,3,"sil",0
"872",1,50,0.99,3,"db",0
"873",1,50,0.99,3,"ch",0
"874",2,50,0.99,3,"sil",0.374177703073253
"875",2,50,0.99,3,"db",1.05838178237017
"876",2,50,0.99,3,"ch",1559.46298483166
"877",3,50,0.99,3,"sil",0.274524181877041
"878",3,50,0.99,3,"db",1.01847776531766
"879",3,50,0.99,3,"ch",1538.74309909844
"880",4,50,0.99,3,"sil",0.353508980695078
"881",4,50,0.99,3,"db",1.01145076381221
"882",4,50,0.99,3,"ch",1480.43540190903
"883",5,50,0.99,3,"sil",0.33712096653726
"884",5,50,0.99,3,"db",1.08546580928011
"885",5,50,0.99,3,"ch",1419.17361083008
"886",6,50,0.99,3,"sil",0.317837682441493
"887",6,50,0.99,3,"db",1.12430992283059
"888",6,50,0.99,3,"ch",1297.68569931247
"889",7,50,0.99,3,"sil",0.282013446645353
"890",7,50,0.99,3,"db",1.08352806611044
"891",7,50,0.99,3,"ch",1244.16403467761
"892",8,50,0.99,3,"sil",0.301471563862722
"893",8,50,0.99,3,"db",1.12220619915124
"894",8,50,0.99,3,"ch",1194.32795423853
"895",9,50,0.99,3,"sil",0.293133540254823
"896",9,50,0.99,3,"db",1.14480733821863
"897",9,50,0.99,3,"ch",1152.98502957417
"898",10,50,0.99,3,"sil",0.285125692805563
"899",10,50,0.99,3,"db",1.12503466925017
"900",10,50,0.99,3,"ch",1131.80008185289
"901",1,3,0,2,"sil",0
"902",1,3,0,2,"db",0
"903",1,3,0,2,"ch",0
"904",2,3,0,2,"sil",0.390552238278181
"905",2,3,0,2,"db",0.974040369242429
"906",2,3,0,2,"ch",1239.02870087293
"907",3,3,0,2,"sil",0.391963738330404
"908",3,3,0,2,"db",0.965149372792955
"909",3,3,0,2,"ch",1285.74010459466
"910",4,3,0,2,"sil",0.399764897239704
"911",4,3,0,2,"db",0.749405420235754
"912",4,3,0,2,"ch",1371.40579150193
"913",5,3,0,2,"sil",0.42159653267086
"914",5,3,0,2,"db",0.706051012993657
"915",5,3,0,2,"ch",1540.30919261414
"916",6,3,0,2,"sil",0.450262840292653
"917",6,3,0,2,"db",0.680857065139756
"918",6,3,0,2,"ch",1692.30404718328
"919",7,3,0,2,"sil",0.43731661130559
"920",7,3,0,2,"db",0.560920453521702
"921",7,3,0,2,"ch",2062.7145365087
"922",8,3,0,2,"sil",0.464099336072064
"923",8,3,0,2,"db",0.601754813142632
"924",8,3,0,2,"ch",2196.51117787638
"925",9,3,0,2,"sil",0.479419025863444
"926",9,3,0,2,"db",0.577679245710604
"927",9,3,0,2,"ch",2484.41757812031
"928",10,3,0,2,"sil",0.463073071904433
"929",10,3,0,2,"db",0.653739927296614
"930",10,3,0,2,"ch",2620.73019523747
"931",1,3,0.1,2,"sil",0
"932",1,3,0.1,2,"db",0
"933",1,3,0.1,2,"ch",0
"934",2,3,0.1,2,"sil",0.403175273327298
"935",2,3,0.1,2,"db",0.962554504965415
"936",2,3,0.1,2,"ch",1327.57227998313
"937",3,3,0.1,2,"sil",0.518591952003951
"938",3,3,0.1,2,"db",0.679020395201685
"939",3,3,0.1,2,"ch",2334.27171438372
"940",4,3,0.1,2,"sil",0.48129257216717
"941",4,3,0.1,2,"db",0.547384160079791
"942",4,3,0.1,2,"ch",2166.2011286505
"943",5,3,0.1,2,"sil",0.459279194528582
"944",5,3,0.1,2,"db",0.643547203107827
"945",5,3,0.1,2,"ch",2295.96109899139
"946",6,3,0.1,2,"sil",0.448968695833733
"947",6,3,0.1,2,"db",0.714684758031078
"948",6,3,0.1,2,"ch",2437.62814238919
"949",7,3,0.1,2,"sil",0.424777214510059
"950",7,3,0.1,2,"db",0.71947204949357
"951",7,3,0.1,2,"ch",2526.25243253486
"952",8,3,0.1,2,"sil",0.46875031644511
"953",8,3,0.1,2,"db",0.689868356438406
"954",8,3,0.1,2,"ch",2823.36405527933
"955",9,3,0.1,2,"sil",0.465931349942513
"956",9,3,0.1,2,"db",0.651499389338536
"957",9,3,0.1,2,"ch",3022.20611815389
"958",10,3,0.1,2,"sil",0.463798755561183
"959",10,3,0.1,2,"db",0.699703153124652
"960",10,3,0.1,2,"ch",3056.93272312096
"961",1,3,0.25,2,"sil",0
"962",1,3,0.25,2,"db",0
"963",1,3,0.25,2,"ch",0
"964",2,3,0.25,2,"sil",0.405128922342548
"965",2,3,0.25,2,"db",1.04306551952627
"966",2,3,0.25,2,"ch",1465.02138555941
"967",3,3,0.25,2,"sil",0.448121157195423
"968",3,3,0.25,2,"db",0.777910189485027
"969",3,3,0.25,2,"ch",1957.22687362318
"970",4,3,0.25,2,"sil",0.41508225063237
"971",4,3,0.25,2,"db",0.855088195055609
"972",4,3,0.25,2,"ch",1940.74563911413
"973",5,3,0.25,2,"sil",0.450848599615794
"974",5,3,0.25,2,"db",0.754453765405037
"975",5,3,0.25,2,"ch",2170.65674841482
"976",6,3,0.25,2,"sil",0.447789220866938
"977",6,3,0.25,2,"db",0.738127401431948
"978",6,3,0.25,2,"ch",2117.05954924431
"979",7,3,0.25,2,"sil",0.422926492626243
"980",7,3,0.25,2,"db",0.670290056844146
"981",7,3,0.25,2,"ch",2111.46098602014
"982",8,3,0.25,2,"sil",0.415054039750495
"983",8,3,0.25,2,"db",0.752909859912648
"984",8,3,0.25,2,"ch",2206.26868222461
"985",9,3,0.25,2,"sil",0.409739433787833
"986",9,3,0.25,2,"db",0.788611191068242
"987",9,3,0.25,2,"ch",2248.66032511891
"988",10,3,0.25,2,"sil",0.397326907468655
"989",10,3,0.25,2,"db",0.801477299752961
"990",10,3,0.25,2,"ch",2275.89512213109
"991",1,3,0.5,2,"sil",0
"992",1,3,0.5,2,"db",0
"993",1,3,0.5,2,"ch",0
"994",2,3,0.5,2,"sil",0.366468117710125
"995",2,3,0.5,2,"db",1.1370176188642
"996",2,3,0.5,2,"ch",1232.34956141914
"997",3,3,0.5,2,"sil",0.40968879090518
"998",3,3,0.5,2,"db",0.825958646746069
"999",3,3,0.5,2,"ch",1644.14658481547
"1000",4,3,0.5,2,"sil",0.397517427258413
"1001",4,3,0.5,2,"db",0.833683621073184
"1002",4,3,0.5,2,"ch",1778.94197570057
"1003",5,3,0.5,2,"sil",0.373081339508199
"1004",5,3,0.5,2,"db",0.890907951907235
"1005",5,3,0.5,2,"ch",1726.13441361621
"1006",6,3,0.5,2,"sil",0.398726890217268
"1007",6,3,0.5,2,"db",0.761528437790641
"1008",6,3,0.5,2,"ch",1806.68867491276
"1009",7,3,0.5,2,"sil",0.391114780769182
"1010",7,3,0.5,2,"db",0.77698221296005
"1011",7,3,0.5,2,"ch",1797.17896326517
"1012",8,3,0.5,2,"sil",0.371511233910385
"1013",8,3,0.5,2,"db",0.830665638829929
"1014",8,3,0.5,2,"ch",1752.2741279446
"1015",9,3,0.5,2,"sil",0.373926116929277
"1016",9,3,0.5,2,"db",0.877747987722521
"1017",9,3,0.5,2,"ch",1761.27631383565
"1018",10,3,0.5,2,"sil",0.36344160325855
"1019",10,3,0.5,2,"db",0.824463552433597
"1020",10,3,0.5,2,"ch",1787.52859213098
"1021",1,3,0.8,2,"sil",0
"1022",1,3,0.8,2,"db",0
"1023",1,3,0.8,2,"ch",0
"1024",2,3,0.8,2,"sil",0.3423701278354
"1025",2,3,0.8,2,"db",1.17284554200489
"1026",2,3,0.8,2,"ch",1113.32336397144
"1027",3,3,0.8,2,"sil",0.408471848082153
"1028",3,3,0.8,2,"db",0.800595832533372
"1029",3,3,0.8,2,"ch",1681.41152507966
"1030",4,3,0.8,2,"sil",0.379950888922365
"1031",4,3,0.8,2,"db",0.867620807162579
"1032",4,3,0.8,2,"ch",1667.80934967137
"1033",5,3,0.8,2,"sil",0.355772377449039
"1034",5,3,0.8,2,"db",0.93445771235739
"1035",5,3,0.8,2,"ch",1641.45538524534
"1036",6,3,0.8,2,"sil",0.349069790291781
"1037",6,3,0.8,2,"db",0.813495932180726
"1038",6,3,0.8,2,"ch",1697.00255937899
"1039",7,3,0.8,2,"sil",0.360330135185039
"1040",7,3,0.8,2,"db",0.808463951563151
"1041",7,3,0.8,2,"ch",1695.61242936683
"1042",8,3,0.8,2,"sil",0.35077308063912
"1043",8,3,0.8,2,"db",0.875052462927907
"1044",8,3,0.8,2,"ch",1670.82310858693
"1045",9,3,0.8,2,"sil",0.345722552616351
"1046",9,3,0.8,2,"db",0.86812562582815
"1047",9,3,0.8,2,"ch",1651.29526955253
"1048",10,3,0.8,2,"sil",0.345563049761637
"1049",10,3,0.8,2,"db",0.840005057115182
"1050",10,3,0.8,2,"ch",1650.80268803666
"1051",1,3,0.99,2,"sil",0
"1052",1,3,0.99,2,"db",0
"1053",1,3,0.99,2,"ch",0
"1054",2,3,0.99,2,"sil",0.392126898766139
"1055",2,3,0.99,2,"db",1.01633674210262
"1056",2,3,0.99,2,"ch",1529.95175560808
"1057",3,3,0.99,2,"sil",0.406894761355718
"1058",3,3,0.99,2,"db",0.839071271859618
"1059",3,3,0.99,2,"ch",1775.15119934994
"1060",4,3,0.99,2,"sil",0.384544633111891
"1061",4,3,0.99,2,"db",0.851539443841696
"1062",4,3,0.99,2,"ch",1760.56007970792
"1063",5,3,0.99,2,"sil",0.388513505787443
"1064",5,3,0.99,2,"db",0.822310639536049
"1065",5,3,0.99,2,"ch",1850.24450779275
"1066",6,3,0.99,2,"sil",0.369171724994399
"1067",6,3,0.99,2,"db",0.83463664449778
"1068",6,3,0.99,2,"ch",1797.39235012822
"1069",7,3,0.99,2,"sil",0.346134645701542
"1070",7,3,0.99,2,"db",0.835191543422277
"1071",7,3,0.99,2,"ch",1768.86278756047
"1072",8,3,0.99,2,"sil",0.361608542615711
"1073",8,3,0.99,2,"db",0.834508264398061
"1074",8,3,0.99,2,"ch",1777.1490583229
"1075",9,3,0.99,2,"sil",0.353245516207946
"1076",9,3,0.99,2,"db",0.900837918599027
"1077",9,3,0.99,2,"ch",1767.29461722907
"1078",10,3,0.99,2,"sil",0.350377635480663
"1079",10,3,0.99,2,"db",0.848137961412558
"1080",10,3,0.99,2,"ch",1767.85483364323
"1081",1,5,0,2,"sil",0
"1082",1,5,0,2,"db",0
"1083",1,5,0,2,"ch",0
"1084",2,5,0,2,"sil",0.410357488035329
"1085",2,5,0,2,"db",0.998659540590602
"1086",2,5,0,2,"ch",1722.08533348898
"1087",3,5,0,2,"sil",0.600834839043052
"1088",3,5,0,2,"db",0.49474144605362
"1089",3,5,0,2,"ch",3324.01881625656
"1090",4,5,0,2,"sil",0.547373862974208
"1091",4,5,0,2,"db",0.669405575990277
"1092",4,5,0,2,"ch",4187.23776255883
"1093",5,5,0,2,"sil",0.494343035969534
"1094",5,5,0,2,"db",0.659898764779366
"1095",5,5,0,2,"ch",4926.37074061183
"1096",6,5,0,2,"sil",0.558520068800205
"1097",6,5,0,2,"db",0.723904368345328
"1098",6,5,0,2,"ch",4689.9114413054
"1099",7,5,0,2,"sil",0.515021037900663
"1100",7,5,0,2,"db",0.750908210619753
"1101",7,5,0,2,"ch",4626.90939452333
"1102",8,5,0,2,"sil",0.528324515909521
"1103",8,5,0,2,"db",0.734326199589471
"1104",8,5,0,2,"ch",4641.84322446509
"1105",9,5,0,2,"sil",0.472449564408413
"1106",9,5,0,2,"db",0.699543107472767
"1107",9,5,0,2,"ch",4641.75445318894
"1108",10,5,0,2,"sil",0.457006278814284
"1109",10,5,0,2,"db",0.739893564704335
"1110",10,5,0,2,"ch",4658.07808878502
"1111",1,5,0.1,2,"sil",0
"1112",1,5,0.1,2,"db",0
"1113",1,5,0.1,2,"ch",0
"1114",2,5,0.1,2,"sil",0.383400145880952
"1115",2,5,0.1,2,"db",1.00934632879481
"1116",2,5,0.1,2,"ch",1681.65129710188
"1117",3,5,0.1,2,"sil",0.526615341420009
"1118",3,5,0.1,2,"db",0.631148792102455
"1119",3,5,0.1,2,"ch",2741.57399408938
"1120",4,5,0.1,2,"sil",0.517726253438371
"1121",4,5,0.1,2,"db",0.705727589523031
"1122",4,5,0.1,2,"ch",3389.14232635864
"1123",5,5,0.1,2,"sil",0.537812014532355
"1124",5,5,0.1,2,"db",0.700837859550099
"1125",5,5,0.1,2,"ch",3898.16505569016
"1126",6,5,0.1,2,"sil",0.52501775251609
"1127",6,5,0.1,2,"db",0.737145292726241
"1128",6,5,0.1,2,"ch",3734.20305598194
"1129",7,5,0.1,2,"sil",0.483216609500309
"1130",7,5,0.1,2,"db",0.780514729804623
"1131",7,5,0.1,2,"ch",3664.20570858991
"1132",8,5,0.1,2,"sil",0.476954579587637
"1133",8,5,0.1,2,"db",0.784298878816455
"1134",8,5,0.1,2,"ch",3647.58756575545
"1135",9,5,0.1,2,"sil",0.402517553162421
"1136",9,5,0.1,2,"db",0.711007275263235
"1137",9,5,0.1,2,"ch",3624.46398079768
"1138",10,5,0.1,2,"sil",0.420340329874501
"1139",10,5,0.1,2,"db",0.873356277680277
"1140",10,5,0.1,2,"ch",3581.30908667525
"1141",1,5,0.25,2,"sil",0
"1142",1,5,0.25,2,"db",0
"1143",1,5,0.25,2,"ch",0
"1144",2,5,0.25,2,"sil",0.362300455112446
"1145",2,5,0.25,2,"db",1.19140114987491
"1146",2,5,0.25,2,"ch",1147.9769963611
"1147",3,5,0.25,2,"sil",0.454992439640618
"1148",3,5,0.25,2,"db",0.746370071853815
"1149",3,5,0.25,2,"ch",2112.58821881981
"1150",4,5,0.25,2,"sil",0.412087645669811
"1151",4,5,0.25,2,"db",0.835819792634127
"1152",4,5,0.25,2,"ch",2043.72679352596
"1153",5,5,0.25,2,"sil",0.441286636210875
"1154",5,5,0.25,2,"db",0.779082639396705
"1155",5,5,0.25,2,"ch",2240.31739230974
"1156",6,5,0.25,2,"sil",0.440424172271459
"1157",6,5,0.25,2,"db",0.755442558059357
"1158",6,5,0.25,2,"ch",2170.28575542151
"1159",7,5,0.25,2,"sil",0.433913978084221
"1160",7,5,0.25,2,"db",0.792717435108224
"1161",7,5,0.25,2,"ch",2241.58502699666
"1162",8,5,0.25,2,"sil",0.421813892208769
"1163",8,5,0.25,2,"db",0.782193754321472
"1164",8,5,0.25,2,"ch",2295.74902968948
"1165",9,5,0.25,2,"sil",0.413876463421615
"1166",9,5,0.25,2,"db",0.771013454792588
"1167",9,5,0.25,2,"ch",2279.28413507035
